,X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
275,APBA1,0,0.472994443,0.711,0.592,0,C-NP.MRGPRX1/GFRA2,APBA1
276,ADD2,0,0.467516619,0.915,0.865,0,C-NP.MRGPRX1/GFRA2,ADD2
277,NUMBL,0,0.466499831,0.715,0.596,0,C-NP.MRGPRX1/GFRA2,NUMBL
278,DPF2,0,0.463187423,0.608,0.486,0,C-NP.MRGPRX1/GFRA2,DPF2
279,EMP1,0,0.46301112,0.52,0.338,0,C-NP.MRGPRX1/GFRA2,EMP1
280,PCBP4,0,0.461417644,0.788,0.701,0,C-NP.MRGPRX1/GFRA2,PCBP4
281,SLITRK1,0,0.458108504,0.42,0.209,0,C-NP.MRGPRX1/GFRA2,SLITRK1
282,SGPP2,0,0.457914567,0.701,0.58,0,C-NP.MRGPRX1/GFRA2,SGPP2
283,VAT1,0,0.456921658,0.937,0.867,0,C-NP.MRGPRX1/GFRA2,VAT1
284,USP12,0,0.453792319,0.706,0.611,0,C-NP.MRGPRX1/GFRA2,USP12
285,ANXA5,0,0.453544381,0.874,0.81,0,C-NP.MRGPRX1/GFRA2,ANXA5
286,RSPO2,0,0.450560914,0.692,0.534,0,C-NP.MRGPRX1/GFRA2,RSPO2
287,DYRK2,0,0.4500446,0.417,0.237,0,C-NP.MRGPRX1/GFRA2,DYRK2
288,SCN3B,0,0.449176893,0.692,0.497,0,C-NP.MRGPRX1/GFRA2,SCN3B
289,TAGLN3,0,0.44821755,0.843,0.742,0,C-NP.MRGPRX1/GFRA2,TAGLN3
290,FAM110B,0,0.447826837,0.574,0.422,0,C-NP.MRGPRX1/GFRA2,FAM110B
291,KLF5,0,0.447150079,0.491,0.263,0,C-NP.MRGPRX1/GFRA2,KLF5
292,SPOCK1,0,0.446771949,0.938,0.875,0,C-NP.MRGPRX1/GFRA2,SPOCK1
293,SEMA7A,0,0.446325804,0.692,0.489,0,C-NP.MRGPRX1/GFRA2,SEMA7A
294,METRNL,0,0.445821003,0.407,0.217,0,C-NP.MRGPRX1/GFRA2,METRNL
295,PCDH1,0,0.442692473,0.786,0.639,0,C-NP.MRGPRX1/GFRA2,PCDH1
296,PLCZ1,0,0.442457773,0.224,0.07,0,C-NP.MRGPRX1/GFRA2,PLCZ1
297,BMP8A,0,0.441742896,0.389,0.135,0,C-NP.MRGPRX1/GFRA2,BMP8A
298,ANK1,0,0.438728104,0.779,0.682,0,C-NP.MRGPRX1/GFRA2,ANK1
299,SLC9A7,0,0.436870151,0.719,0.6,0,C-NP.MRGPRX1/GFRA2,SLC9A7
300,CACNA2D1,0,0.436282827,0.824,0.723,0,C-NP.MRGPRX1/GFRA2,CACNA2D1
301,NRSN1,0,0.435372447,0.512,0.344,0,C-NP.MRGPRX1/GFRA2,NRSN1
302,RTN4RL1,0,0.434230089,0.52,0.352,0,C-NP.MRGPRX1/GFRA2,RTN4RL1
303,HSD17B13,0,0.431330726,0.365,0.112,0,C-NP.MRGPRX1/GFRA2,HSD17B13
304,P2RY1,0,0.430690321,0.38,0.123,0,C-NP.MRGPRX1/GFRA2,P2RY1
305,TOX2,0,0.429221556,0.434,0.216,0,C-NP.MRGPRX1/GFRA2,TOX2
306,DDAH1,0,0.427374723,0.761,0.572,0,C-NP.MRGPRX1/GFRA2,DDAH1
307,NETO2,0,0.42477674,0.489,0.323,0,C-NP.MRGPRX1/GFRA2,NETO2
308,FAH,0,0.424716475,0.421,0.246,0,C-NP.MRGPRX1/GFRA2,FAH
309,DPYSL5,0,0.424186169,0.829,0.765,0,C-NP.MRGPRX1/GFRA2,DPYSL5
310,GAP43,0,0.42306478,0.905,0.778,0,C-NP.MRGPRX1/GFRA2,GAP43
311,ELOVL7,0,0.422742853,0.76,0.655,0,C-NP.MRGPRX1/GFRA2,ELOVL7
312,SFTPD,0,0.418034884,0.333,0.132,0,C-NP.MRGPRX1/GFRA2,SFTPD
313,HTR3A,0,0.415393422,0.765,0.346,0,C-NP.MRGPRX1/GFRA2,HTR3A
314,ABCC4,0,0.415220505,0.455,0.297,0,C-NP.MRGPRX1/GFRA2,ABCC4
315,MMRN2,0,0.41152224,0.382,0.196,0,C-NP.MRGPRX1/GFRA2,MMRN2
316,KCNAB2,0,0.410299186,0.935,0.9,0,C-NP.MRGPRX1/GFRA2,KCNAB2
317,SLC7A7,0,0.403790274,0.431,0.251,0,C-NP.MRGPRX1/GFRA2,SLC7A7
318,PRSS3,0,0.401515339,0.479,0.305,0,C-NP.MRGPRX1/GFRA2,PRSS3
319,RBP4,0,0.400893053,0.477,0.228,0,C-NP.MRGPRX1/GFRA2,RBP4
320,BTN3A1,0,0.400490755,0.526,0.362,0,C-NP.MRGPRX1/GFRA2,BTN3A1
321,ADAMTS3,0,0.397103297,0.278,0.087,0,C-NP.MRGPRX1/GFRA2,ADAMTS3
322,BOK,0,0.389024522,0.439,0.228,0,C-NP.MRGPRX1/GFRA2,BOK
323,KCNG4,0,0.388699792,0.336,0.108,0,C-NP.MRGPRX1/GFRA2,KCNG4
324,C12orf75,0,0.385197551,0.337,0.139,0,C-NP.MRGPRX1/GFRA2,C12orf75
325,AKAP12,0,0.381567142,0.979,0.964,0,C-NP.MRGPRX1/GFRA2,AKAP12
326,CHRM1,0,0.378666526,0.235,0.055,0,C-NP.MRGPRX1/GFRA2,CHRM1
327,NPAS2,0,0.376958714,0.339,0.125,0,C-NP.MRGPRX1/GFRA2,NPAS2
328,TMEM74,0,0.376177045,0.404,0.231,0,C-NP.MRGPRX1/GFRA2,TMEM74
329,CAPG,0,0.375015463,0.401,0.227,0,C-NP.MRGPRX1/GFRA2,CAPG
330,SV2C,0,0.370959088,0.94,0.911,0,C-NP.MRGPRX1/GFRA2,SV2C
331,CCDC68,0,0.369785167,0.359,0.151,0,C-NP.MRGPRX1/GFRA2,CCDC68
332,FRAS1,0,0.367708349,0.334,0.147,0,C-NP.MRGPRX1/GFRA2,FRAS1
333,BCAM,0,0.359995184,0.908,0.749,0,C-NP.MRGPRX1/GFRA2,BCAM
334,KCNMB3,0,0.357585015,0.341,0.144,0,C-NP.MRGPRX1/GFRA2,KCNMB3
335,F2RL2,0,0.355639067,0.324,0.149,0,C-NP.MRGPRX1/GFRA2,F2RL2
336,GABRA5,0,0.354323405,0.332,0.128,0,C-NP.MRGPRX1/GFRA2,GABRA5
337,HUNK,0,0.346737448,0.353,0.168,0,C-NP.MRGPRX1/GFRA2,HUNK
338,ZDHHC23,0,0.339053967,0.345,0.153,0,C-NP.MRGPRX1/GFRA2,ZDHHC23
339,MPZL2,0,0.328021797,0.239,0.038,0,C-NP.MRGPRX1/GFRA2,MPZL2
340,TIMELESS,0,0.313224095,0.307,0.152,0,C-NP.MRGPRX1/GFRA2,TIMELESS
341,PKNOX2,0,0.311219965,0.311,0.14,0,C-NP.MRGPRX1/GFRA2,PKNOX2
342,FILIP1L,0,0.298424473,0.292,0.084,0,C-NP.MRGPRX1/GFRA2,FILIP1L
343,TST,0,0.291107167,0.312,0.144,0,C-NP.MRGPRX1/GFRA2,TST
344,MYO1A,0,0.289217746,0.362,0.149,0,C-NP.MRGPRX1/GFRA2,MYO1A
345,P2RY14,0,0.288468523,0.268,0.065,0,C-NP.MRGPRX1/GFRA2,P2RY14
346,C3orf52,0,0.287734912,0.249,0.098,0,C-NP.MRGPRX1/GFRA2,C3orf52
347,EFHD1,0,0.278655751,0.313,0.149,0,C-NP.MRGPRX1/GFRA2,EFHD1
348,HPCA,0,0.276991718,0.236,0.051,0,C-NP.MRGPRX1/GFRA2,HPCA
349,TRPM6,0,0.272773222,0.225,0.052,0,C-NP.MRGPRX1/GFRA2,TRPM6
350,MUC15,0,0.271467242,0.144,0.028,0,C-NP.MRGPRX1/GFRA2,MUC15
351,PIEZO2,0,0.265964627,0.793,0.614,0,C-NP.MRGPRX1/GFRA2,PIEZO2
352,DENND2A,0,0.260086799,0.305,0.146,0,C-NP.MRGPRX1/GFRA2,DENND2A
353,TRPC3,0,0.258841107,0.39,0.191,0,C-NP.MRGPRX1/GFRA2,TRPC3
354,MME,0,0.258655326,0.346,0.149,0,C-NP.MRGPRX1/GFRA2,MME
355,CAPN9,0,0.258108283,0.21,0.051,0,C-NP.MRGPRX1/GFRA2,CAPN9
356,CNTNAP4,0,0.253052855,0.272,0.124,0,C-NP.MRGPRX1/GFRA2,CNTNAP4
357,TNR,0,-0.257823069,0.04,0.204,0,C-NP.MRGPRX1/GFRA2,TNR
358,HOXB7,0,-0.259466482,0.088,0.277,0,C-NP.MRGPRX1/GFRA2,HOXB7
359,ITGB5,0,-0.259471676,0.078,0.249,0,C-NP.MRGPRX1/GFRA2,ITGB5
360,HOXB6,0,-0.26455286,0.071,0.24,0,C-NP.MRGPRX1/GFRA2,HOXB6
361,CX3CL1,0,-0.266338867,0.059,0.247,0,C-NP.MRGPRX1/GFRA2,CX3CL1
362,SLC16A6,0,-0.274593216,0.045,0.231,0,C-NP.MRGPRX1/GFRA2,SLC16A6
363,CNNM1,0,-0.2768222,0.104,0.283,0,C-NP.MRGPRX1/GFRA2,CNNM1
364,SLC17A7,0,-0.298443917,0.024,0.183,0,C-NP.MRGPRX1/GFRA2,SLC17A7
365,INPP5J,0,-0.310938508,0.081,0.26,0,C-NP.MRGPRX1/GFRA2,INPP5J
366,CSDC2,0,-0.312034571,0.048,0.248,0,C-NP.MRGPRX1/GFRA2,CSDC2
367,EFR3B,0,-0.327675971,0.131,0.334,0,C-NP.MRGPRX1/GFRA2,EFR3B
368,KCNH5,0,-0.332383244,0.037,0.192,0,C-NP.MRGPRX1/GFRA2,KCNH5
369,STK32C,0,-0.339296818,0.183,0.379,0,C-NP.MRGPRX1/GFRA2,STK32C
370,SST,0,-0.339858889,0.729,0.363,0,C-NP.MRGPRX1/GFRA2,SST
371,MTHFD2,0,-0.362489034,0.207,0.407,0,C-NP.MRGPRX1/GFRA2,MTHFD2
372,RDX,0,-0.366405355,0.252,0.451,0,C-NP.MRGPRX1/GFRA2,RDX
373,TM6SF1,0,-0.368805793,0.094,0.295,0,C-NP.MRGPRX1/GFRA2,TM6SF1
374,MTSS1,0,-0.376782238,0.167,0.377,0,C-NP.MRGPRX1/GFRA2,MTSS1
375,TTC39A,0,-0.378208804,0.147,0.386,0,C-NP.MRGPRX1/GFRA2,TTC39A
376,KCNC1,0,-0.378937844,0.108,0.304,0,C-NP.MRGPRX1/GFRA2,KCNC1
377,CCDC184,0,-0.394864475,0.203,0.414,0,C-NP.MRGPRX1/GFRA2,CCDC184
378,ADCY7,0,-0.397994441,0.148,0.348,0,C-NP.MRGPRX1/GFRA2,ADCY7
379,HOXB8,0,-0.401516989,0.064,0.268,0,C-NP.MRGPRX1/GFRA2,HOXB8
380,ADGRB1,0,-0.412736433,0.203,0.392,0,C-NP.MRGPRX1/GFRA2,ADGRB1
381,RIMBP2,0,-0.414049545,0.105,0.36,0,C-NP.MRGPRX1/GFRA2,RIMBP2
382,FSTL5,0,-0.415869498,0.086,0.291,0,C-NP.MRGPRX1/GFRA2,FSTL5
383,LRRC4B,0,-0.416079817,0.058,0.237,0,C-NP.MRGPRX1/GFRA2,LRRC4B
384,KCNK12,0,-0.419067755,0.165,0.377,0,C-NP.MRGPRX1/GFRA2,KCNK12
385,KANK4,0,-0.427628431,0.065,0.235,0,C-NP.MRGPRX1/GFRA2,KANK4
386,FSTL4,0,-0.435009165,0.07,0.291,0,C-NP.MRGPRX1/GFRA2,FSTL4
387,MRAP2,0,-0.4374023,0.24,0.452,0,C-NP.MRGPRX1/GFRA2,MRAP2
388,NRP2,0,-0.438108169,0.205,0.407,0,C-NP.MRGPRX1/GFRA2,NRP2
389,HECTD4,0,-0.447253052,0.565,0.695,0,C-NP.MRGPRX1/GFRA2,HECTD4
390,DGKB,0,-0.459897907,0.151,0.346,0,C-NP.MRGPRX1/GFRA2,DGKB
391,SNCB,0,-0.461830554,0.106,0.329,0,C-NP.MRGPRX1/GFRA2,SNCB
392,MPPED1,0,-0.463019869,0.096,0.346,0,C-NP.MRGPRX1/GFRA2,MPPED1
393,MEST,0,-0.464228983,0.159,0.366,0,C-NP.MRGPRX1/GFRA2,MEST
394,GPRC5B,0,-0.4690659,0.07,0.235,0,C-NP.MRGPRX1/GFRA2,GPRC5B
395,CACHD1,0,-0.470947685,0.236,0.423,0,C-NP.MRGPRX1/GFRA2,CACHD1
396,C3orf80,0,-0.473971531,0.106,0.351,0,C-NP.MRGPRX1/GFRA2,C3orf80
397,SDC3,0,-0.477307843,0.261,0.467,0,C-NP.MRGPRX1/GFRA2,SDC3
398,IGLON5,0,-0.47854992,0.113,0.355,0,C-NP.MRGPRX1/GFRA2,IGLON5
399,DAGLA,0,-0.481001254,0.117,0.37,0,C-NP.MRGPRX1/GFRA2,DAGLA
400,TSPAN2,0,-0.482442633,0.207,0.408,0,C-NP.MRGPRX1/GFRA2,TSPAN2
401,ANKRD29,0,-0.484522684,0.08,0.33,0,C-NP.MRGPRX1/GFRA2,ANKRD29
402,PRKAG2,0,-0.490644106,0.373,0.551,0,C-NP.MRGPRX1/GFRA2,PRKAG2
403,GNAZ,0,-0.490687611,0.443,0.614,0,C-NP.MRGPRX1/GFRA2,GNAZ
404,EGFL7,0,-0.497193683,0.484,0.645,0,C-NP.MRGPRX1/GFRA2,EGFL7
405,PRSS23,0,-0.498852189,0.118,0.327,0,C-NP.MRGPRX1/GFRA2,PRSS23
406,TMEM132C,0,-0.499369848,0.063,0.277,0,C-NP.MRGPRX1/GFRA2,TMEM132C
407,CXXC5,0,-0.50703151,0.228,0.455,0,C-NP.MRGPRX1/GFRA2,CXXC5
408,PFKM,0,-0.516116956,0.748,0.816,0,C-NP.MRGPRX1/GFRA2,PFKM
409,CYFIP2,0,-0.517980883,0.599,0.738,0,C-NP.MRGPRX1/GFRA2,CYFIP2
410,CELF4,0,-0.519894505,0.232,0.421,0,C-NP.MRGPRX1/GFRA2,CELF4
411,IQSEC1,0,-0.521481716,0.365,0.557,0,C-NP.MRGPRX1/GFRA2,IQSEC1
412,PARM1,0,-0.522052904,0.104,0.363,0,C-NP.MRGPRX1/GFRA2,PARM1
413,SPATA20,0,-0.523362733,0.368,0.554,0,C-NP.MRGPRX1/GFRA2,SPATA20
414,VSTM2L,0,-0.533211755,0.379,0.545,0,C-NP.MRGPRX1/GFRA2,VSTM2L
415,AAK1,0,-0.534676574,0.557,0.712,0,C-NP.MRGPRX1/GFRA2,AAK1
416,COLGALT2,0,-0.541779951,0.171,0.403,0,C-NP.MRGPRX1/GFRA2,COLGALT2
417,SUSD4,0,-0.543624779,0.062,0.346,0,C-NP.MRGPRX1/GFRA2,SUSD4
418,PHYHIP,0,-0.547220576,0.089,0.326,0,C-NP.MRGPRX1/GFRA2,PHYHIP
419,NDRG3,0,-0.549374201,0.573,0.708,0,C-NP.MRGPRX1/GFRA2,NDRG3
420,ENTPD3,0,-0.549769415,0.222,0.417,0,C-NP.MRGPRX1/GFRA2,ENTPD3
421,PTPRS,0,-0.558547549,0.772,0.846,0,C-NP.MRGPRX1/GFRA2,PTPRS
422,RIMKLA,0,-0.579177303,0.491,0.653,0,C-NP.MRGPRX1/GFRA2,RIMKLA
423,PITHD1,0,-0.579314159,0.6,0.745,0,C-NP.MRGPRX1/GFRA2,PITHD1
424,TRPM2,0,-0.583627596,0.13,0.437,0,C-NP.MRGPRX1/GFRA2,TRPM2
425,NSF,0,-0.58396658,0.816,0.867,0,C-NP.MRGPRX1/GFRA2,NSF
426,TMEM72,0,-0.584385624,0.091,0.394,0,C-NP.MRGPRX1/GFRA2,TMEM72
427,ASPH,0,-0.587511005,0.61,0.756,0,C-NP.MRGPRX1/GFRA2,ASPH
428,CDHR1,0,-0.587696898,0.291,0.496,0,C-NP.MRGPRX1/GFRA2,CDHR1
429,C1orf21,0,-0.594736628,0.456,0.629,0,C-NP.MRGPRX1/GFRA2,C1orf21
430,RTN4,0,-0.596140101,0.926,0.955,0,C-NP.MRGPRX1/GFRA2,RTN4
431,PLK2,0,-0.602062091,0.3,0.495,0,C-NP.MRGPRX1/GFRA2,PLK2
432,PAK1,0,-0.60573815,0.189,0.498,0,C-NP.MRGPRX1/GFRA2,PAK1
433,GPR158,0,-0.612362365,0.3,0.483,0,C-NP.MRGPRX1/GFRA2,GPR158
434,AP2A1,0,-0.613177083,0.533,0.679,0,C-NP.MRGPRX1/GFRA2,AP2A1
435,CPE,0,-0.61692225,0.756,0.838,0,C-NP.MRGPRX1/GFRA2,CPE
436,GRM4,0,-0.617696163,0.118,0.426,0,C-NP.MRGPRX1/GFRA2,GRM4
437,TMEM163,0,-0.619848157,0.304,0.522,0,C-NP.MRGPRX1/GFRA2,TMEM163
438,RAB3C,0,-0.620976497,0.489,0.661,0,C-NP.MRGPRX1/GFRA2,RAB3C
439,MAP2,0,-0.622432859,0.316,0.519,0,C-NP.MRGPRX1/GFRA2,MAP2
440,CALM3,0,-0.624356997,0.876,0.928,0,C-NP.MRGPRX1/GFRA2,CALM3
441,EPB41L3,0,-0.625680835,0.95,0.977,0,C-NP.MRGPRX1/GFRA2,EPB41L3
442,TPCN1,0,-0.632763982,0.264,0.513,0,C-NP.MRGPRX1/GFRA2,TPCN1
443,SERTM1,0,-0.641349731,0.174,0.423,0,C-NP.MRGPRX1/GFRA2,SERTM1
444,PHACTR2,0,-0.64244757,0.237,0.482,0,C-NP.MRGPRX1/GFRA2,PHACTR2
445,CHCHD10,0,-0.648764507,0.275,0.482,0,C-NP.MRGPRX1/GFRA2,CHCHD10
446,GRIA4,0,-0.652259667,0.187,0.398,0,C-NP.MRGPRX1/GFRA2,GRIA4
447,KCNQ3,0,-0.658105579,0.155,0.392,0,C-NP.MRGPRX1/GFRA2,KCNQ3
448,NEBL,0,-0.661014477,0.477,0.641,0,C-NP.MRGPRX1/GFRA2,NEBL
449,DEPRECATED-ENSG00000176788,0,-0.661146074,0.162,0.411,0,C-NP.MRGPRX1/GFRA2,DEPRECATED-ENSG00000176788
450,SPTB,0,-0.668961966,0.089,0.344,0,C-NP.MRGPRX1/GFRA2,SPTB
451,TMX4,0,-0.670143337,0.721,0.81,0,C-NP.MRGPRX1/GFRA2,TMX4
452,SYTL2,0,-0.673707558,0.193,0.466,0,C-NP.MRGPRX1/GFRA2,SYTL2
453,SCN1A,0,-0.675717375,0.085,0.314,0,C-NP.MRGPRX1/GFRA2,SCN1A
454,PEG3,0,-0.676438975,0.61,0.74,0,C-NP.MRGPRX1/GFRA2,PEG3
455,NFIC,0,-0.676879058,0.527,0.707,0,C-NP.MRGPRX1/GFRA2,NFIC
456,ATP2B2,0,-0.682321682,0.39,0.583,0,C-NP.MRGPRX1/GFRA2,ATP2B2
457,SLC7A14,0,-0.683333992,0.246,0.488,0,C-NP.MRGPRX1/GFRA2,SLC7A14
458,PTPRN2,0,-0.686280973,0.557,0.713,0,C-NP.MRGPRX1/GFRA2,PTPRN2
459,OPRM1,0,-0.688180931,0.129,0.397,0,C-NP.MRGPRX1/GFRA2,OPRM1
460,CLEC2L,0,-0.696084135,0.087,0.396,0,C-NP.MRGPRX1/GFRA2,CLEC2L
461,MGST3,0,-0.696983864,0.738,0.841,0,C-NP.MRGPRX1/GFRA2,MGST3
462,LHFPL3,0,-0.698241113,0.052,0.242,0,C-NP.MRGPRX1/GFRA2,LHFPL3
463,EPHA5,0,-0.7146573,0.126,0.398,0,C-NP.MRGPRX1/GFRA2,EPHA5
464,NFASC,0,-0.718242156,0.537,0.709,0,C-NP.MRGPRX1/GFRA2,NFASC
465,SLC22A23,0,-0.719830988,0.216,0.449,0,C-NP.MRGPRX1/GFRA2,SLC22A23
466,CDR2L,0,-0.724536335,0.447,0.656,0,C-NP.MRGPRX1/GFRA2,CDR2L
467,CNTFR,0,-0.727780537,0.212,0.519,0,C-NP.MRGPRX1/GFRA2,CNTFR
468,WFS1,0,-0.730987263,0.485,0.65,0,C-NP.MRGPRX1/GFRA2,WFS1
469,PLCXD3,0,-0.73595468,0.207,0.466,0,C-NP.MRGPRX1/GFRA2,PLCXD3
470,TUBA4A,0,-0.73864377,0.711,0.818,0,C-NP.MRGPRX1/GFRA2,TUBA4A
471,CAPN5,0,-0.739050907,0.45,0.629,0,C-NP.MRGPRX1/GFRA2,CAPN5
472,SFRP1,0,-0.739699376,0.103,0.307,0,C-NP.MRGPRX1/GFRA2,SFRP1
473,KCNS1,0,-0.745998987,0.066,0.241,0,C-NP.MRGPRX1/GFRA2,KCNS1
474,SYN2,0,-0.754500882,0.595,0.766,0,C-NP.MRGPRX1/GFRA2,SYN2
475,SHH,0,-0.754664432,0.098,0.335,0,C-NP.MRGPRX1/GFRA2,SHH
476,HSPB1,0,-0.755368004,0.736,0.837,0,C-NP.MRGPRX1/GFRA2,HSPB1
477,SV2B,0,-0.756002745,0.274,0.521,0,C-NP.MRGPRX1/GFRA2,SV2B
478,MCTP1,0,-0.757402298,0.414,0.57,0,C-NP.MRGPRX1/GFRA2,MCTP1
479,FRMPD4,0,-0.766093215,0.03,0.195,0,C-NP.MRGPRX1/GFRA2,FRMPD4
480,NRXN2,0,-0.787538485,0.45,0.663,0,C-NP.MRGPRX1/GFRA2,NRXN2
481,ADGRG2,0,-0.789402647,0.091,0.284,0,C-NP.MRGPRX1/GFRA2,ADGRG2
482,CPLX2,0,-0.804268601,0.512,0.668,0,C-NP.MRGPRX1/GFRA2,CPLX2
483,KIRREL3,0,-0.80607907,0.06,0.263,0,C-NP.MRGPRX1/GFRA2,KIRREL3
484,HPCAL1,0,-0.814874675,0.379,0.582,0,C-NP.MRGPRX1/GFRA2,HPCAL1
485,DNAJC6,0,-0.820365559,0.627,0.812,0,C-NP.MRGPRX1/GFRA2,DNAJC6
486,ARHGEF17,0,-0.824213991,0.398,0.669,0,C-NP.MRGPRX1/GFRA2,ARHGEF17
487,S100B,0,-0.838697985,0.557,0.747,0,C-NP.MRGPRX1/GFRA2,S100B
488,NTRK2,0,-0.840365,0.218,0.405,0,C-NP.MRGPRX1/GFRA2,NTRK2
489,DCLK1,0,-0.843978988,0.451,0.682,0,C-NP.MRGPRX1/GFRA2,DCLK1
490,KCNQ5,0,-0.856045824,0.078,0.303,0,C-NP.MRGPRX1/GFRA2,KCNQ5
491,TLCD3B,0,-0.865970707,0.293,0.523,0,C-NP.MRGPRX1/GFRA2,TLCD3B
492,CABP1,0,-0.867147267,0.152,0.511,0,C-NP.MRGPRX1/GFRA2,CABP1
493,OXR1,0,-0.872829452,0.435,0.663,0,C-NP.MRGPRX1/GFRA2,OXR1
494,ST8SIA1,0,-0.889554119,0.127,0.515,0,C-NP.MRGPRX1/GFRA2,ST8SIA1
495,FBXO2,0,-0.891439388,0.793,0.892,0,C-NP.MRGPRX1/GFRA2,FBXO2
496,SH3GL2,0,-0.89609839,0.298,0.625,0,C-NP.MRGPRX1/GFRA2,SH3GL2
497,PTGIR,0,-0.904413418,0.135,0.378,0,C-NP.MRGPRX1/GFRA2,PTGIR
498,NRG1,0,-0.919365588,0.804,0.873,0,C-NP.MRGPRX1/GFRA2,NRG1
499,TECR,0,-0.931259034,0.338,0.571,0,C-NP.MRGPRX1/GFRA2,TECR
500,SNAP25,0,-0.945449977,0.915,0.963,0,C-NP.MRGPRX1/GFRA2,SNAP25
501,CLU,0,-0.956185172,0.934,0.95,0,C-NP.MRGPRX1/GFRA2,CLU
502,MAP7D2,0,-0.958560158,0.603,0.773,0,C-NP.MRGPRX1/GFRA2,MAP7D2
503,HSPB6,0,-0.962502958,0.215,0.473,0,C-NP.MRGPRX1/GFRA2,HSPB6
504,PCDH7,0,-0.965944853,0.197,0.37,0,C-NP.MRGPRX1/GFRA2,PCDH7
505,SPTBN2,0,-0.969526498,0.509,0.735,0,C-NP.MRGPRX1/GFRA2,SPTBN2
506,VAT1L,0,-0.98406921,0.808,0.909,0,C-NP.MRGPRX1/GFRA2,VAT1L
507,ACSL6,0,-0.996721602,0.338,0.588,0,C-NP.MRGPRX1/GFRA2,ACSL6
508,NSG1,0,-1.021456653,0.121,0.386,0,C-NP.MRGPRX1/GFRA2,NSG1
509,SLC6A17,0,-1.051368122,0.223,0.597,0,C-NP.MRGPRX1/GFRA2,SLC6A17
510,CAMK1D,0,-1.087951912,0.446,0.673,0,C-NP.MRGPRX1/GFRA2,CAMK1D
511,OPCML,0,-1.097245969,0.174,0.477,0,C-NP.MRGPRX1/GFRA2,OPCML
512,HTRA1,0,-1.09955445,0.636,0.779,0,C-NP.MRGPRX1/GFRA2,HTRA1
513,PVALB,0,-1.117321409,0.184,0.412,0,C-NP.MRGPRX1/GFRA2,PVALB
514,NMB,0,-1.119850393,0.529,0.683,0,C-NP.MRGPRX1/GFRA2,NMB
515,CD9,0,-1.128634055,0.528,0.656,0,C-NP.MRGPRX1/GFRA2,CD9
516,CDH18,0,-1.130241509,0.154,0.381,0,C-NP.MRGPRX1/GFRA2,CDH18
517,ALDOC,0,-1.158729267,0.708,0.791,0,C-NP.MRGPRX1/GFRA2,ALDOC
518,FXYD7,0,-1.159321446,0.377,0.687,0,C-NP.MRGPRX1/GFRA2,FXYD7
519,LGI3,0,-1.175532219,0.468,0.73,0,C-NP.MRGPRX1/GFRA2,LGI3
520,NGFR,0,-1.242105874,0.805,0.854,0,C-NP.MRGPRX1/GFRA2,NGFR
521,SPARCL1,0,-1.260448572,0.38,0.554,0,C-NP.MRGPRX1/GFRA2,SPARCL1
522,MCAM,0,-1.267240679,0.314,0.579,0,C-NP.MRGPRX1/GFRA2,MCAM
523,NTRK3,0,-1.306304367,0.25,0.543,0,C-NP.MRGPRX1/GFRA2,NTRK3
524,AGT,0,-1.310167316,0.283,0.533,0,C-NP.MRGPRX1/GFRA2,AGT
525,SYT2,0,-1.346815706,0.169,0.53,0,C-NP.MRGPRX1/GFRA2,SYT2
526,PCP4,0,-1.350481492,0.271,0.596,0,C-NP.MRGPRX1/GFRA2,PCP4
527,NCAM1,0,-1.37979252,0.479,0.827,0,C-NP.MRGPRX1/GFRA2,NCAM1
528,BASP1,0,-1.419145927,0.383,0.78,0,C-NP.MRGPRX1/GFRA2,BASP1
529,HCN2,0,-1.440056647,0.245,0.563,0,C-NP.MRGPRX1/GFRA2,HCN2
530,AQP1,0,-1.446908943,0.466,0.675,0,C-NP.MRGPRX1/GFRA2,AQP1
531,PCDH9,0,-1.457486835,0.414,0.699,0,C-NP.MRGPRX1/GFRA2,PCDH9
532,VSNL1,0,-1.475352854,0.199,0.494,0,C-NP.MRGPRX1/GFRA2,VSNL1
533,FABP3,0,-1.586173306,0.473,0.794,0,C-NP.MRGPRX1/GFRA2,FABP3
534,NTRK1,0,-1.602864683,0.289,0.597,0,C-NP.MRGPRX1/GFRA2,NTRK1
535,SCG2,0,-1.733715432,0.376,0.693,0,C-NP.MRGPRX1/GFRA2,SCG2
536,CPNE6,0,-1.747190597,0.372,0.749,0,C-NP.MRGPRX1/GFRA2,CPNE6
537,ADCYAP1,0,-1.753093271,0.335,0.585,0,C-NP.MRGPRX1/GFRA2,ADCYAP1
538,PRKX,8.50E-308,0.459713328,0.477,0.321,5.25E-303,C-NP.MRGPRX1/GFRA2,PRKX
539,FERMT2,1.26E-307,0.46558131,0.634,0.522,7.79E-303,C-NP.MRGPRX1/GFRA2,FERMT2
540,KCNMA1,3.16E-307,0.634841381,0.604,0.474,1.95E-302,C-NP.MRGPRX1/GFRA2,KCNMA1
541,LRRC8A,1.75E-306,-0.544301873,0.544,0.672,1.08E-301,C-NP.MRGPRX1/GFRA2,LRRC8A
542,PPP1R1A,1.60E-305,-0.253761664,0.035,0.189,9.90E-301,C-NP.MRGPRX1/GFRA2,PPP1R1A
543,RASD1,1.62E-305,0.4981144,0.542,0.404,9.99E-301,C-NP.MRGPRX1/GFRA2,RASD1
